"","VIS_min","VIS_max","VIS_mean","VIS_mean_distribution","VIS_contrast","VIS_entropy","VIS_second_angular_momentum","IR_min","IR_max","IR_mean"
"655",6,89,23.457,0.0339,158.6292,0.0592,3.0793,214,245,236.8359
"656",3,118,15.9219,0.0286,178.0208,0.154,2.653,193,251,242.7695
"657",3,195,53.4414,0.1314,2067.6294,0.0191,6.51087866005814,168,250,223.6133
"658",7,98,33.8477,0.0421,224.7208,0.0482,5.45758373446995,184,245,227.5234
"659",3,242,74.9219,0.1351,2161.2749,0.0174,7.16655390823951,170,246,210.6328
"660",9,157,38.3633,0.0559,497.275,0.0497,7.12083282709639,154,234,216.7461
"661",2,196,32.7188,0.088,1245.0417,0.0296,4.60712582083981,176,250,234.0039
"662",7,91,27.5977,0.0548,359.2833,0.0368,4.00062430462336,204,249,235.582
"663",4,12,5.1133,8e-04,0.4833,0.749,0.5211,241,247,245.3477
"664",25,212,124.1836,0.123,1529.4249,0.0177,8.00991624709922,157,226,177.9297
"665",7,179,81.9336,0.0796,701.3708,0.025,6.87745413460031,153,238,194.7969
"666",3,40,8.1445,0.0108,25.8667,0.1886,2.0955,229,249,243.8945
"667",3,9,3.1289,7e-04,0.4458,0.8217,0.4218,244,249,247.3516
"668",3,109,30.3906,0.0754,675.1917,0.0274,3.62410398443481,201,253,238.418
"669",2,3,2.0313,2e-04,0.0417,0.9201,0.1732,245,249,246.6016
"670",12,107,40.8164,0.0496,277.525,0.04,4.55472811759311,208,243,229.9961
"671",9,152,51.8789,0.065,476.425,0.0308,5.95492554325666,169,243,215.7852
"672",2,155,42.7656,0.0458,295.9833,0.0598,4.06022936782987,193,248,228.0547
"673",12,174,70.9336,0.0953,957.6626,0.0219,7.04787663634476,159,234,203.3008
"674",1,13,2.1797,0.0044,4.4167,0.3331,1.4236,245,252,249.6445
"675",5,137,35.2383,0.0776,762.9083,0.0283,5.73455004017684,184,242,224.8477
"676",5,16,5.7305,0.0017,0.8167,0.5326,0.8504,240,246,245.1914
"677",4,229,84.9727,0.1747,2028.2562,0.0145,13.1124,159,239,200.0469
"678",2,177,29.6094,0.0842,1082.775,0.0335,3.72017092567028,194,253,239.1641
"679",8,131,39.1484,0.0658,519.0876,0.0315,6.46878846748073,170,239,218.0234
"680",1,113,14.8945,0.0446,318.2917,0.0531,2.77367787422376,208,253,245.3594
"681",4,104,18.8594,0.0454,308.8042,0.0538,3.31445067815923,203,250,240.9063
"682",4,51,10.1445,0.0142,32.45,0.1272,2.3673,228,247,242.9609
"683",5,179,59.4805,0.0965,1060.9875,0.0225,6.73462818336801,164,239,210.7344
"684",13,204,77.5039,0.072,563.7542,0.0282,6.98216811867454,154,231,193.2383
"685",8,175,71.9766,0.1119,1335.6748,0.02,6.4606091744173,172,243,209.1016
"686",10,154,48.8984,0.0806,737.7208,0.0687396734500135,5.07012880297759,180,246,226.2266
"687",8,81,19.1328,0.027,126.6667,0.0884,8.5518,204,244,234.1641
"688",2,4,2.1289,4e-04,0.1042,0.8134,0.3341,249,253,251.3711
"689",5,80,14.2539,0.0187,55.6042,0.1004,2.5926,223,245,240.5117
"690",6,95,15.668,0.0289,165.0375,0.1069,2.8121,207,245,239.5234
"691",6,174,34.1484,0.0523,462.7125,0.0486,4.86030597665168,172,247,230.8672
"692",2,132,29.4336,0.0739,749.8042,0.0355,3.48803221371187,201,254,239.6914
"693",1,174,11.0586,0.0283,369.9334,0.355,2.49768150523668,189,249,242.8008
"694",8,100,31.5313,0.0461,237.7875,0.0418,6.78530444592099,182,238,223.4258
"695",7,95,17.0156,0.0228,84.4333,0.1009,8.1168,193.79321042208,239,232.7109
"696",6,103,31.9336,0.0571,401.5834,0.0377,6.25225341083854,187,240,226.6953
"697",4,152,42.0977,0.0762,686.5792,0.0285,6.19039633160777,161,244,215.4492
"698",7,72,15.8477,0.019,73.6167,0.129,2.5177,210,245,239.6445
"699",2,94,22.1484,0.0447,262.8,0.0462,3.06589702327331,209,252,240.9336
"700",2,66,7.668,0.0171,88.7792,0.207,2.2351,208,242,238.1133
"701",7,233,91.1367,0.1523,2450.5249,0.0147,8.32208141518485,166,247,206.3242
"702",5,144,42.0391,0.0418,250.875,0.0543,7.67781394172036,94,225,179.1484
"703",5,203,44.6094,0.0976,1097.5084,0.0219,6.44649989579569,167,240,220.2891
"704",10,135,42.6641,0.0486,284.1959,0.0415,5.75603521638919,174,243,222.9961
"705",3,21,3.668,0.0024,3.3375,0.5451,0.942,239,249,247.3594
"706",4,141,46.6445,0.0921,944.8917,0.0226,6.14014261405495,167,243,217.5547
"707",8,160,55.7695,0.0852,873.3625,0.0273,5.40203600825881,178,245,218.6875
"708",46.4630640792049,217,84.8126089115048,0.0369,148.7292,0.0494,3.1681,187,203,192.6133
"709",1,68,4.4766,0.0097,44.15,0.2618,1.7856,217,250,247.6133
"711",9,124,36.8984,0.0561,382.4542,0.0356,5.30209229190731,183,245,226.957
"712",10,176,79.8203,0.1277,1600.1918,0.0166,7.15910156752566,174,241,209.3477
"713",7,118,28.6367,0.042,254.1792,0.0548,5.26390831859135,185,245,230.6875
"714",2,15,3.8164,0.0038,4.5333,0.4406,1.2634,243,250,248.5547
"715",5,37,10.6016,0.0085,14.3458,0.2099,1.9197,232,247,243.7461
"716",3,81,20.8672,0.0389,211.7792,0.0556,3.87293348247236,197,247,236.0234
"717",3,162,24.4688,0.0511,379.8292,0.0421,3.94792566752562,180,250,236.293
"718",5,101,36.3828,0.044,231.9708,0.0478,4.45922560524646,200,245,228.2031
"719",16,172,76.2656,0.112,1245.8335,0.0191,6.38643916224245,174,241,209.5664
"720",1,2,1.1719,6e-04,0.1417,0.7568,0.408,249,252,250.4336
"721",1,40,3.8828,0.0106,26.125,0.1943,2.0533,232,252,249.1836
"722",5,126,44.2617,0.0647,460.3918,0.0296,4.44029138768541,202,246,229.5898
"723",1,166,31.7773,0.0781,1016.4209,0.0425,3.66638825232132,196,253,238.5742
"724",5,47,10.6641,0.019,57.1458,0.1023,2.5996,231,247,244.7695
"725",7,233,80.8594,0.1489,2307.7793,0.0154,7.94325717211568,167,246,208.1602
"726",5,97,32.4063,0.0643,508.7542,0.0308,5.39378134255129,191,244,224.8867
"727",5,182,45.6875,0.0903,945.5792,0.0245,5.27221401160697,169,249,225.5938
"728",2,58,7.125,0.0125,51.2333,0.2732,1.9272,222,253,248.6328
"729",4,128,28.625,0.0523,342.7875,0.0392,3.76930462492879,194,250,235.543
"730",3,61,7.625,0.0086,33.9667,0.32,1.6409,221,247,244.2461
"731",12,183,99.9375,0.0839,737.5167,0.0235,7.31291845841015,152,228,178.8555
"732",5,110,17.9219,0.0271,135.6833,0.0961,2.834,191,239,232.3164
"733",3,105,17.6289,0.026,185.9583,0.1811,2.4602,207,247,240.5117
"735",3,189,27.6484,0.0788,1086.5667,0.0381,4.31159257221823,176,251,237.4922
"736",2,83,6.9492,0.0227,162.1125,0.2214,2.3081,214,252,246.5508
"737",3,166,24.5859,0.0763,943.3667,0.0428,5.6288609736629,174,243,231.0938
"738",6,169,61.4141,0.0703,636.0584,0.0303,6.67732662016417,155,239,204.5977
"739",7,95,32.1641,0.0488,283.75,0.0391,4.72063869719189,195,245,229.7852
"740",5,137,34.8633,0.0884,1017.95,0.0266,4.39773197955423,195,250,233.457
"741",7,176,69.7461,0.0907,964.5916,0.0238,7.17317333759791,155,233,197.6406
"742",2,5,2.3477,0.001,0.2625,0.623,0.5835,248,251,249.8086
"743",3,238,34.0313,0.0519,627.95,0.0911,4.49563400735109,164,251,235.7773
"744",9,160,57.8633,0.0958,1021.3251,0.022,6.42644360355393,175,237,214.5625
"745",2,57,11.1875,0.0226,78.3167,0.0913,2.723,219,249,242.6563
"746",7,177,47.2227,0.0946,958.2416,0.0225,5.638630796689,165,247,225.5039
"747",7,149,47.4961,0.0872,819.0165,0.0251,6.07639192682647,177,243,219.8945
"748",5,181,27.1992,0.0422,274.2542,0.0514,5.41451648455329,166,243,229.8906
"749",10,130,42.8125,0.0586,402.3584,0.0339,6.56649057011325,174,237,217.7031
"750",2,88,12.2461,0.0387,223.15,0.0549,3.04482346283647,210,249,242.2148
"751",5,174,81.8438,0.061,410.7584,0.0314,6.93721347480148,153,236,188.5625
"752",4,212,33.7031,0.0681,742.6375,0.0412,4.63546288865711,174,250,233.668
"753",9,178,103.9961,0.1142,1293.8959,0.0186,7.83940827153659,151,232,176.5898
"754",9,174,94.5391,0.0977,930.6917,0.0226,7.29893459875625,124,236,178.8594
"755",2,4,2.2891,5e-04,0.1208,0.7875,0.3686,249,251,249.7266
"756",3,54.1107098253112,9.875,0.0188,57.025,0.11,2.5721,231,252,247.3438
"757",9,142,46.2734,0.0735,646.0417,0.0288,6.35566310538096,166,242,218.0313
"758",2,155,46.6445,0.0426,238.0792,0.0498,4.42530984360742,191,247,225.1328
"759",9,190,66.1133,0.0845,742.0458,0.0253,5.7091388809688,164,246,212.1055
"760",3,166,37.1094,0.0631,666.2458,0.0618,4.0715987554752,182,251,232.4297
"761",3,123,29.7031,0.0579,436.0583,0.0385,3.28773392822443,204,253,239.3438
"762",5,198,45.3047,0.091,1190.975,0.0364,6.12359380926661,164,243,222.8984
"763",12,172,66.0625,0.0483861424724292,1007.3666,0.022,7.00436853192415,157,236,202.6523
"764",2,91,15.9141,0.0321,168.45,0.0753,3.0113,211,252,244.2305
"765",3,145,50.4805,0.0826,759.025,0.0261,4.66857671982085,196,248,226.0352
"766",7,153,48.3359,0.0769,732.0042,0.0291,6.74263057541671,161,237,211.332
"767",3,108,21.1289,0.0368,212.8416,0.0615,6.02582338590095,177,242,230.3398
"768",3,42,7.1406,0.011,29.275,0.2162,2.029,222,247,242.2109
"769",5,187,78.8047,0.0923,883.4042,0.0224,7.05140394481078,151,236,193.2969
"770",2,93,15.6523,0.0453,326.0833,0.0637,3.28582133182171,205,249,241.0391
"771",4,100,9.3594,0.0103,53.8208,0.3166,1.97662607748706,207,246,243.082
"772",3,79,20.7734,0.0305,138.15,0.0767,2.9741,196,241,229.9492
"773",3,187,86.0547,0.0756,624.3583,0.0265,6.8834370275087,150,239,189.0586
"774",7,199,60.8281,0.1095,1329.2,0.021,6.62654917380855,157,242.760595009938,205.2422
"775",4,167,44.7031,0.1062,1240.8461,0.02,4.36108671651165,190,251,230.3828
"776",4,162,45.5078,0.0765,767.7626,0.031,7.04026577552467,151,238,208.9531
"777",10,169,73.5078,0.09,813.9791,0.0235,6.91705252930055,155,236,197.6133
"778",5,69,14.3242,0.0243,86.575,0.0843,2.7799,222,245,240.4688
"779",1,206,38.5781,0.0842,1132.8208,0.057,4.31934899308562,186,251,234.3164
"780",3,135,25.7148,0.0501,468.2125,0.0549,6.0605621761024,190,240,228.4063
"781",3,24,4.9219,0.0069,9.0375,0.2324,1.7678,240,253,249.7539
"782",3,155,50.4961,0.0648,492.1625,0.0314,6.51968493738544,162,242,211.5273
"783",4,164,19.543,0.0506,421.3917,0.0517,4.09036527330879,183,249,239.1758
"784",7,84,18.8906,0.0326,173.2833,0.0695,9.1257,195,236,227.168
"785",7,174,45.5234,0.0802,732.45,0.0264,6.95267070083215,159,236,215.5273
"786",5,205,31.582,0.0675,874.6625,0.0537,6.15956988237482,161,242,222.8672
"787",1,55,4.7695,0.013,57.8125,0.2598,1.9573,220,249,246.5273
"788",2,3,2.2852,8e-04,0.2042,0.675,0.5061,247,250,249.0039
"789",9,163,68.0664,0.0718,609.1292,0.0288,6.74224761333985,155,236,202.3242
"790",9,165,63.1211,0.1005,1057.4541,0.0217,5.89426011656551,177,244,214.7266
"791",5,124,28.0156,0.0496,322.7208,0.0414,5.86381636619532,188,241,227.793
"792",3,74,13.1641,0.031,155.9125,0.0693,3.0032,220,252,245.3164
"794",7,173,57.7227,0.0826,740.6124,0.0241,5.80560185101622,165,246,212.5938
"795",7,189,103.625,0.0889,813.8126,0.0233,7.08008463484411,150,236,178.7422
"796",13,179,72.4375,0.0683,555.1417,0.0308,6.43386027028062,157,240,203.4766
"797",37,165,118.75,0.0403,172.4625,0.0475,9.7422,78,186,130.7383
"798",4,199,61.0703,0.075,674.8499,0.0306,6.73832264597953,155,240,204.8398
"799",2,20,3.7188,0.0041,5.5583,0.4264,1.2999,242,254,251.7852
"800",3,102,11.3555,0.0317,205.2834,0.0857,2.7653192990269,209,250,245.2969
"802",6,76,25.7852,0.0382,164.2542,0.0493,3.2166,211,244,234.4531
"803",10,230,100.0703,0.1273,1694.4001,0.0178,7.47726570335033,166,245,200.0742
"804",5,92,34.043,0.0365,139.9125,0.0494,3.1486,191,244,224.6563
"805",9,155,53.3086,0.0705,601.7209,0.0287,6.80049017283988,156,237,210.8516
"806",2,4,2.5547,5e-04,0.1375,0.7628,0.4004,246,249,247.0039
"807",7,95,20.5586,0.029,123.3625,0.0709,8.94,193,245,236.1406
"808",1,93,9.2109,0.0227,155.1459,0.2185,2.3429,209,253,247.1172
"809",9,159,45.0156,0.0653,466.8917,0.0305,6.93452956160772,160,235,214.3672
"810",3,141,30.8047,0.0822,835.6542,0.0267,3.60349078234995,195,252,236.8906
"811",4,46,5.4727,0.0052,13.9708,0.4561,3.8004,222,242,240.1953
"812",4,181,63.0039,0.1054,1241.3625,0.0206,5.46739598391503,175,249,217.7305
"813",2,153,27.1914,0.0802,1004.5417,0.0474,5.82112716237472,175,242,228.4805
"814",9,140,42.0078,0.0749,671.3083,0.0273,5.34407439073202,173,245,226.2969
"815",3,61,8.0391,0.0122,30.9792,0.1725,2.1759,222,246,243.6758
"816",27,190,105.0703,0.1127,1334.292,0.0197,7.64865089382083,155,223,183.8086
"817",7,135,47.7227,0.0653,483.2458,0.0317,5.13004553511867,184,246,223.3633
"818",5,124,21.9531,0.0341,194.2583,0.0704,9.1428,176,240,229.5078
"819",4,133,25.75,0.044,305.975,0.0509,4.01137815109061,178,250,235.8633
"820",4,182,56.2305,0.0478,249.175,0.0395,7.19754893223587,65,238,197.207
"821",3,41,7.4531,0.0086,22.9042,0.2943,1.7913,233,248,245.4531
"822",7,155,46.0391,0.0966,1041.35,0.0216,4.94459057237153,182,249,226.7852
"823",5,164,84.2344,0.0622,405.5625,0.0323,4.96231571232824,195,246,209.8984
"824",6,167,50.168,0.0772,754.1251,0.0279,6.93175397743275,157,237,210.418
"825",5,55,14.5,0.0186,61.6333,0.1174,2.5266,223,245,240.9063
"826",4,169,32.4727,0.0498,443.5458,0.0984,4.57287607871,170,249,233.2891
"827",4,74,11.5859,0.0201,64.9917,0.0985,2.6154,214,248,242.9922
"828",4,128,47.9063,0.1091,1190.9208,0.0191,4.71916815055198,184,251,225.2305
"829",10,142,60.3281,0.084,721.7125,0.0253,5.4637873744875,180,245,217.918
"830",5,38,9.1094,0.007,11.675,0.2701,1.7131,228,249,244.6406
"831",18,212,98.7695,0.1092,1211.0083,0.019,6.77151054439379,166,240,196.5781
"832",3,125,21.3359,0.0621,623.4667,0.0406,5.47905997110194,195,242,231.918
"833",14,163,64.5586,0.0785,637.1417,0.0283,6.87958368744186,158,233,203.5117
"834",1,7,2.0078,8e-04,0.2917,0.6819,0.5348,246,251,248.6055
"835",5,170,26.0703,0.0656,677.475,0.0358,6.03138857558917,177,240,229.3398
"836",3,136,16.6445,0.0423,317.1708,0.0553,3.13882497262527,189,251,242.1953
"837",1,59,7.1445,0.0215,116.2792,0.1976,2.3938,222,249,244.4258
"838",4,58,7.5898,0.0064,15.0417,0.3414,1.5506,222,246,243.5508
"839",13,190,63.9414,0.0742,608.5959,0.0282,6.17931084350574,163,241,213.3594
"840",9,178,84.1758,0.0927,939.0333,0.0223,7.26056039294195,150,232,190.4453
"841",5,116,36.0195,0.0703,568.975,0.0315,7.00810585668266,171,234,216.6875
"842",4,97,24.6758,0.0428,270.8708,0.0532,3.99447807631807,205,247,236.5742
"843",10,172,72.832,0.0913,845.2084,0.0238,6.01657712288465,169,242,206.75
"844",1,79,8.5469,0.0286,166.4834,0.1,2.8374,219,252,247.6328
"845",4,183,44.9961,0.0758,877.625,0.0337,5.00357911930867,168,250,226.6875
"846",4,81,35.1211,0.0371,183.1459,0.0515,3.1992,195,245,223.0273
"847",3,17,3.6758,0.0025,2.3042,0.4961,1.0354,243,250,248.8125
"848",4,56,8.1367,0.0125,41.0417,0.2101,2.1007,217,247,244.3125
"849",6,123,36.7422,0.0798,794.5791,0.0325,4.85032491787357,187,248,231.293
"850",5,195,38.8633,0.0776,757.7209,0.0263,4.4539960002324,182,252,232.5898
"851",2,38,3.8828,0.0049,15.3458,0.5286,1.1401,231,252,248.7148
"852",7,131,45.832,0.0669,495.6709,0.03,6.24132661236523,183,239,219.543
"853",9,167,61.8086,0.0704,536.7501,0.0289,7.14835106266871,155,231,200.7109
"854",4,28,8.3242,0.0112,17.0583,0.1576,2.1046,237,247,244.3672
"855",9,179,95.3164,0.0925,831.4083,0.024,7.222366536252,153,232,183.6719
"856",1,18,2.5508,0.0075,13.7,0.2738,1.7494,243,253,251.1523
"857",8,160,66.6836,0.0861,814.446,0.0237,5.59386039567945,169,246,213.7773
"858",6,199,74.3047,0.0856,861.6916,0.0239,6.73862084668439,159,239,197.3828
"859",24,182,108.0859,0.0566,379.5084,0.0353,7.75921242807945,93,222,154.707
"860",4,162,28.9297,0.0712,854.8083,0.0426,4.50055280267921,175,250,236.7813
"861",5,70,12.2969,0.0186,69.525,0.1573,7.3944,200,239,233.5234
"862",24,203,86.6445,0.0565,389.1833,0.0359,6.20583166911889,175,238,204.0117
"863",17,184,88.2148,0.0995,1047.5167,0.0214,6.80386105258606,165,236,199.2109
"864",12,203,86.6055,0.0942,936.9333,0.0226,6.25140164908474,163,243,203.2617
"865",9,146,42.0742,0.0545,394.7584,0.0392,5.57742873265789,182,243,222.9844
"866",7,135,23.4766,0.0285,131.3333,0.0817,2.9121,198,246,238.1016
"867",4,155,35.7617,0.0653,568.9292,0.0379,5.87111882319897,180,242,224.9883
"868",4,117,28.9336,0.0627,494.3541,0.0345,3.66485950029045,200,250,234.6602
"869",3,204,40.9727,0.0838,1008.8375,0.0294,4.38184829192801,175,252,231.5898
"870",9,140,48.5117,0.0692,538.8292,0.0308,5.25082859024053,185,244,223.6445
"871",5,78,23.0586,0.0269,88.0542,0.0683,2.8978,214,245,237.0625
"872",15,156,58.0195,0.0771,705.1,0.0256,7.9388944590752,49,215,154.1484
"873",14,172,77.3281,0.1099,1255.7084,0.0194,6.19178579141964,178,243,208.0625
"874",4,52,13.4297,0.0197,67.6042,0.1077,2.5915,215,240,234.7539
"875",7,179,63.7422,0.1006,1071.4249,0.0211,7.04783491210743,154,236,200.0625
"876",10,150,56.3711,0.0721,547.4083,0.0282,6.7254823101144,161,236,207.9805
"877",14,188,94.4922,0.0796,683.9791,0.0261,7.25220833354241,149,228,182.5742
"878",13,212,119.1836,0.1103,1218.421,0.0199,7.95033069624424,134,228,169.3594
"879",4,8,4.6797,0.0012,0.425,0.597,0.6976,245,247,245.8555
"880",2,144,39.1797,0.0927,1103.5792,0.0247,3.7762461415382,199,254,236.0547
"881",9,151,47.8555,0.0857,826.0541,0.0238,5.35397177705201,174,246,220.4492
"882",5,155,58.5313,0.0975,954.0084,0.023,6.31628147893083,173,240,212.3828
"883",9,195,58,0.0837,805.3749,0.0264,5.70910235227086,167,245,217.2734
"884",4,40,7.2773,0.0074,15.5542,0.2804,1.7237,227,247,244.6055
"885",2,58,8.8828,0.0234,109.2417,0.1198,2.6744,228,253,248.5781
"886",3,14,4.5859,0.0022,1.6042,0.5123,0.9851,243,247,246.7148
"887",7,85,26.3008,0.0391,175.575,0.0476,3.2397,213,245,234.9336
"888",5,152,43.4297,0.0569,576.2334,0.0491,7.10964574837652,127,238,210.2188
"889",12,200,84.4102,0.1008,1077.6417,0.0211,6.20149363244687,168,244,207.1719
"891",7,130,21.7852,0.0304,156.4167,0.0832,2.9435,203,246,238.5508
"892",2,194,43.7109,0.1003,1282.8085,0.0255,5.21600121391918,180,248,225.5625
"893",3,150,21.4063,0.053,568.5167,0.0568,3.184215966358,199,253,242.2344
"894",5,117,26.3164,0.0506,350.9125,0.0422,3.99219333085026,197,249,235.8047
"895",7,91,30.9844,0.0392,209.9875,0.0518,4.18430318744502,203,247,232.4492
"896",10,166,74.7852,0.0996,1016.4583,0.0216,7.33697691064451,155,230,194.5898
"897",2,4,2.9258,4e-04,0.1083,0.8068,0.343,245,246,245.6211
"898",3,45,7.5859,0.0191,70.5125,0.1227,2.5322,229,252,248.0859
"899",10,177,81.7539,0.0744,577.2333,0.0269,6.74790146511155,154,236,193.4258
"900",8,187,88.5469,0.1025,1119.3625,0.021,6.63343183352578,163,241,198.1133
"901",5,115,30.4648,0.0706,579.8751,0.0326,4.24162366527643,198,249,234.2422
"902",6,150,32.8086,0.0588,476.4333,0.0394,4.73437864653061,184,248,232.2539
"903",3,110,28.8945,0.0679,562.1083,0.0315,3.84888162203782,202,250,236.3984
"904",1,119,12.5313,0.0388,342.2917,0.101,3.06422013242939,198,251,243.6484
"905",6,147,57.4727,0.078,646.0667,0.0261,7.54998545702847,94,234,179.5977
"906",14,135,56.625,0.0687,528.9,0.0293,5.80223647381155,186,241,218.0078
"907",11,120,46.2813,0.0556,338.5959,0.035,6.22934539192485,176,239,216.0859
"908",1,26,1.9688,0.0044,9.4583,0.3949,1.2134,242,253,252.0391
"909",1,39,2.8477,0.0075,28.4625,0.3588,1.4861,233,251,249.3906
"910",9,166,91.1914,0.0754,594.5583,0.0273,5.23248504817786,197,244,212.4531
"911",11,180,79.3711,0.0825,668.7709,0.0242,7.27981086627802,152,230,189.2305
"912",1,3,1.5352,5e-04,0.1333,0.7689,0.3927,247,250,248.0625
"913",5,195,56.0664,0.0716,610.6334,0.0348,6.59696073398392,157,240,211.9922
"914",15,140,60.5469,0.0692,496.1917,0.0295,6.85980115167625,163,231,205.1367
"915",1,157,17.0977,0.0262,180.1583,0.2039,2.4189,192,254,243.2461
"916",1,16,1.8672,0.0016,1.2667,0.5557,0.7771,245,251,249.6602
"917",8,101,39.5117,0.0773,621.4417,0.0265,4.63796872889724,200,246,228.793
"918",8,155,64.8047,0.0831,734.7458,0.0237,5.73094125297456,168,246,212.2422
"919",9,148,52.4805,0.069,559.2917,0.0306,6.36974248397373,166,240,213.082
"920",8,148,60.2891,0.0838,743.9418,0.0264,7.29828211604041,113,234,197.9453
"921",6,99,27.8125,0.0497,347.3833,0.0493,4.89018257077923,195,245,229.6133
"922",4,205,60.3398,0.1163,1624.7832,0.0201,6.9982232913991,163,240,213.7813
"923",4,154,46.8711,0.0823,814.2875,0.0264,4.52456402352699,193,248,227.5977
"925",3,79,8.8594,0.0125,46.2458,0.2143,2.061,214,247,243.4531
"926",1,4,2.0508,4e-04,0.1208,0.8059,0.3607,247,250,248.7266
"927",3,98,30.3008,0.063,470.8459,0.0327,5.1868035753798,192,244,227.4961
"928",5,116,40.3398,0.065,481.4333,0.03,5.88479943322405,186,242,220.8594
"929",3,122,24.7734,0.0459,316.5458,0.0589,3.23498514449408,194,251,238.1523
"930",3,81,12.9961,0.025,105.0875,0.0889,2.8225,206,251,243.0625
"931",9,120,53.8711,0.0815,699.9708,0.0257,6.24039714042378,185,239,215.2305
"932",1,126,23.3477,0.0705,835.8083,0.0407,3.30529848839652,204,253,242.3594
"933",7,139,40.9453,0.0737,613.0292,0.0268,4.9077305748809,188,247,228.5234
"934",12,122,47.6953,0.06,383.6125,0.033,6.77682588451975,176,235,213.3672
"935",3,144,14.0781,0.037,313.1917,0.1103,5.70495620754762,178,241,234.6133
"936",7,165,72.0977,0.0577,370.7875,0.0345,5.48661080830752,177,246,211.6797
"937",3,181,47.5,0.1034,1374.9335,0.0249,5.11151241856706,174,250,225.5898
"938",4,121,33.7031,0.0579,414.2751,0.0358,6.91704444547315,175,236,218.7148
"939",8,199,107.8203,0.1102,1258.2792,0.0193,7.52306419644668,157,237,185.2891
"940",9,183,69.7891,0.1383,1951.8292,0.0167,6.76207590694719,176,249,214.7227
"941",7,82,23.8125,0.0356,164.9792,0.0552,3.1558,213,248,237.0039
"942",2,199,42.4883,0.0694,1214.4458,0.138,4.99822759603064,168,248,229.2031
"943",5,137,25.168,0.0368,293.7751,0.1022,4.1648476395865,188,247,236.5703
"944",3,127,24.9609,0.031,153.3417,0.0832,2.9498,200,249,238.6367
"945",43,190,113.8906,0.0824,723.6,0.0253,5.02375805686955,191,228,205.043
"946",6,153,33.4023,0.0601,458.5625,0.0359,5.11904551893764,184,245,229.9297
"947",7,172,58.2617,0.0742,663.0291,0.0298,6.71611623868213,157,238,210.1133
"948",3,124,14.8125,0.0293,253.2958,0.1403,4.32003013499604,182,245,237.4219
"949",3,173,30.832,0.0731,1013.2083,0.0552,5.5444469502081,169,245,229.9258
"950",7,102,13.0117,0.0085,31.3375,0.3865,1.5721,202,244,240.4961
"951",7,113,17.457,0.0239,137.1042,0.124,2.6353,186,246,238.5273
"952",5,36,9.3203,0.0089,16.4,0.2231,1.8998,232,247,243.4844
"953",5,196,48.3164,0.0881,938.0168,0.0248,5.25280927689177,171,250,223.7461
"954",4,110,25.8867,0.0375,217.5208,0.0594,6.9236036239047,173,237,223.5117
"955",2,74,12.7539,0.03,139.7334,0.0742,2.9652,207,249,242.3555
"956",4,125,18.4297,0.0422,273.6042,0.0544,4.75081083218428,185,245,235.6484
"957",3,156,22.3164,0.06,685.1917,0.0765,5.20486607921196,178,245,233.7891
"958",8,151,56.2578,0.0868,806.4582,0.0251,5.41049181691006,183,246,220.2305
"959",7,155,59.2305,0.0837,745.0083,0.025,6.96868298683988,162,234,203.8516
"960",4,179,32.4141,0.0424,393.2667,0.0752,4.11385364442298,195,247,235.4531
"961",4,9,5.6328,0.0014,0.5375,0.5609,0.7817,242,246,244.1328
"962",9,187,76.4453,0.0962,953.1791,0.0214,7.38839856783964,150,231,191.9688
"963",1,45,7.3477,0.0195,64.1542,0.1056,2.6182,232,252,248.3164
"964",7,145,40.3945,0.0629,490.3209,0.0326,7.03864183979707,165,235,214.9297
"965",2,113,21.1641,0.0552,559.5083,0.099,3.18032903752286,200,253,242.1406
"966",6,46,11.4844,0.0139,34.3542,0.1417,2.3308,226,246,242.5742
"967",7,75,15.4492,0.0154,44.2,0.129,2.4034,215,246,240.957
"968",8,239,106.0078,0.1299,1770.6416,0.018,7.48735916228509,165,247,199.2969
"969",2,81,11.6523,0.0305,137.7875,0.0661,3.024,220,252,246.8203
"970",4,182,38.4727,0.0804,798.5458,0.0261,6.46714660250657,172,240,224.6289
"971",2,41,7.8438,0.0178,50.2875,0.1069,2.5478,234,252,248.6328
"972",6,67,19.332,0.0296,113.5667,0.0651,2.9789,221,246,239.7344
"973",18,151,95.1094,0.0599,376.5375,0.034,6.95421224931681,158,230,182.4023
"974",1,11,1.5664,8e-04,0.5042,0.7228,0.5149,245,251,249.9492
"975",5,169,52.5195,0.0788,676.7958,0.0257,6.77777207529638,159,239,209.7813
"976",5,107,44.9219,0.0396,188.4584,0.0542,3.1971,184,246,221.6445
"977",1,56,6.1016,0.0153,62.2333,0.2167,2.1566,219,253,248.6328
"978",3,25,4.7734,0.0049,7.8792,0.3535,1.4045,237,247,246.1211
"979",9,168,61.2461,0.0965,1016.0208,0.0231,6.85572818395444,160,237,206.957
"980",4,173,30.6953,0.0678,651.0917,0.0334,5.59713041838264,183,243,228.8125
"981",1,40,6.4922,0.0159,50.575,0.1772,2.3393,234,253,249.8477
"982",2,3,2.3906,5e-04,0.1208,0.7875,0.3686,249,252,250.1445
"983",6,98,24.5,0.0446,270.9333,0.049,4.6169714413975,198,246,234.2578
"984",4,162,39.875,0.0592,519.0958,0.0416,6.83982361055229,155,239,218.332
"985",5,209,66.9805,0.1249,1725.6503,0.0186,6.40738175085751,166,249,215.8789
